,Reporting_Entity,Facility_Name,State,Electricity_Production_GJ,Electricity_Production_MWh,Primary_Fuel,Year,Lat,Lng,Renewable
186,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,VIC,"228,276","63,410",Landfill Gas,2017-2018,-38.032286,145.2678469,True
187,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,QLD,"19,095","5,304",Landfill Gas,2017-2018,-27.614614,152.7608421,True
188,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,VIC,"22,415","6,226",Landfill Gas,2017-2018,-38.2854053,145.093449,True
189,LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,SA,"20,784","5,773",Landfill Gas,2017-2018,-34.7383029,138.6355222,True
190,LMS ENERGY PTY LTD,NAWMA Solar Facility,SA,"4,246","1,179",Solar,2017-2018,-34.7383029,138.6355222,True
191,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,NSW,"67,569","18,769",Landfill Gas,2017-2018,-32.9282712,151.7816802,True
192,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,QLD,"135,177","37,549",Landfill Gas,2017-2018,-27.56924,153.1164813,True
193,LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,VIC,"18,905","5,251",Landfill Gas,2017-2018,-36.3821418,145.4072272,True
194,LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,WA,"105,824","29,396",Landfill Gas,2017-2018,-32.2577875,115.9963935,True
195,LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,QLD,"72,885","20,246",Landfill Gas,2017-2018,-27.7295742,153.2388459,True
196,LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,QLD,"45,928","12,758",Landfill Gas,2017-2018,-27.6397754,152.8240562,True
197,LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,VIC,"211,908","58,863",Landfill Gas,2017-2018,-37.6085118,145.0313459,True
198,LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,VIC,"51,706","14,363",Landfill Gas,2017-2018,-36.9847807,143.3906074,True
199,LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,NSW,"68,035","18,899",Landfill Gas,2017-2018,-33.2843475,151.4249427,True
200,MERIDIAN ENERGY AUSTRALIA PTY LTD,Burrinjuck Hydro,NSW,"215,404","59,834",Hydro,2017-2018,-34.9815388,148.617713,True
201,MERIDIAN ENERGY AUSTRALIA PTY LTD,Hume Hydro ,NSW,"732,139","203,372",Hydro,2017-2018,-31.2532183,146.921099,True
202,MERIDIAN ENERGY AUSTRALIA PTY LTD,Keepit Hydro,NSW,"41,182","11,439",Hydro,2017-2018,-30.8941167,150.5036412,True
203,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,VIC,"1,353,143","375,873",Wind,2017-2018,-37.8318698,143.8884633,True
204,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,SA,"695,306","193,141",Wind,2017-2018,-33.6255531,136.7039082,True
205,MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,VIC,"67,158","18,655",Gas,2017-2018,-37.846154,144.9827473,False
206,MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,VIC,"60,904","16,918",Gas,2017-2018,-37.976484,145.2192169,False
207,MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,VIC,"66,473","18,465",Gas,2017-2018,-38.1521039,144.3654034,False
208,MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,VIC,"142,274","39,521",Gas,2017-2018,-37.7986657,144.955973,False
209,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,WA,"683,865","189,963",Wind,2017-2018,-29.0110631,114.9684225,True
210,NEOEN AUSTRALIA PTY LTD,DEGRUSSA SOLAR PROJECT PTY LTD,WA,"71,487","19,858",Solar,2017-2018,-25.5399495,119.3229267,True
211,NEOEN AUSTRALIA PTY LTD,DUBBO SOLAR HUB PTY LTD,NSW,"17,821","4,950",Solar,2017-2018,-32.2443908,148.614418,True
212,NEOEN AUSTRALIA PTY LTD,GRIFFITH SOLAR FARM PTY LTD,NSW,"59,368","16,491",Solar,2017-2018,-34.3174144,146.1207389,True
213,NEOEN AUSTRALIA PTY LTD,HORNSDALE POWER RESERVE PTY LTD,SA,"79,298","22,027",Battery,2017-2018,-33.085897,138.5183516,False
214,NEOEN AUSTRALIA PTY LTD,PARKES SOLAR FARM PTY LTD,NSW,"109,528","30,424",Solar,2017-2018,-33.11293089999999,148.0763972,True
215,NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,WA,"7,466,829","2,074,119",Gas,2017-2018,-32.2320792,115.7787256,False
216,NRG VICTORIA 1 PTY LTD,Gladstone Power Station,QLD,"32,309,449","8,974,847",Black Coal,2017-2018,-23.8487488,151.2183353,False
217,ONSLOW ELECTRIC POWER PTY LTD,Onslow Power Station,WA,"52,031","14,453",Gas,2017-2018,-21.6671744,115.105188,False
218,ORIGIN ENERGY LIMITED,Australand,NSW,"2,132",592,Gas,2017-2018,-31.2532183,146.921099,False
219,ORIGIN ENERGY LIMITED,Ballarat Solar Park,VIC,"1,446",402,Solar,2017-2018,-37.5621587,143.8502556,True
220,ORIGIN ENERGY LIMITED,Bendigo Solar Park,VIC,"1,727",480,Solar,2017-2018,-36.75961960000001,144.2785764,True
221,ORIGIN ENERGY LIMITED,Blackmores,NSW,"5,027","1,396",Gas,2017-2018,-31.2532183,146.921099,False
222,ORIGIN ENERGY LIMITED,Bond,NSW,"3,465",963,Gas,2017-2018,-31.2532183,146.921099,False
223,ORIGIN ENERGY LIMITED,Chifley Square,NSW,"3,808","1,058",Gas,2017-2018,-33.8659402,151.2110977,False
224,ORIGIN ENERGY LIMITED,Dandenong,VIC,851,236,Gas,2017-2018,-37.9847811,145.2139907,False
225,ORIGIN ENERGY LIMITED,Darling Downs Power Station,QLD,"8,083,131","2,245,314",Gas,2017-2018,-27.1164455,150.8954925,False
226,ORIGIN ENERGY LIMITED,Eraring Power Station,NSW,"61,870,118","17,186,144",Black Coal,2017-2018,-33.0619324,151.5197469,False
227,ORIGIN ENERGY LIMITED,Exhibition Street,VIC,"8,693","2,415",Gas,2017-2018,-37.8116895,144.9704421,False
228,ORIGIN ENERGY LIMITED,Kent Street,NSW,"13,175","3,660",Gas,2017-2018,-33.8666677,151.2043583,False
229,ORIGIN ENERGY LIMITED,Ladbroke Grove Power Station,SA,"659,904","183,307",Gas,2017-2018,-37.4567985,140.7829834,False
230,ORIGIN ENERGY LIMITED,Mirvac,NSW,"17,254","4,793",Gas,2017-2018,-31.2532183,146.921099,False
231,ORIGIN ENERGY LIMITED,Mortlake Power Station,VIC,"4,603,899","1,278,861",Gas,2017-2018,-38.063061,142.6679099,False
232,ORIGIN ENERGY LIMITED,Mount,NSW,"7,304","2,029",Gas,2017-2018,-31.2532183,146.921099,False
233,ORIGIN ENERGY LIMITED,Mt Stuart Power Station,QLD,"35,050","9,736",Kerosene,2017-2018,-19.3379375,146.8513486,False
234,ORIGIN ENERGY LIMITED,Quarantine Power Station,SA,"686,982","190,828",Gas,2017-2018,-34.7801742,138.5221099,False
235,ORIGIN ENERGY LIMITED,Roma Power Station,QLD,"113,872","31,631",Gas,2017-2018,-26.5710799,148.7856852,False
236,ORIGIN ENERGY LIMITED,Shoalhaven Scheme,NSW,"357,536","99,316",Hydro,2017-2018,-35.0810677,150.4892292,True
237,ORIGIN ENERGY LIMITED,Stockland Headquarters,NSW,"5,280","1,467",Gas,2017-2018,-31.2532183,146.921099,False
238,ORIGIN ENERGY LIMITED,University of NSW,NSW,"8,434","2,343",Gas,2017-2018,-33.917347,151.2312675,False
239,ORIGIN ENERGY LIMITED,Uranquinty Power Station,NSW,"2,002,061","556,128",Gas,2017-2018,-35.1793949,147.2149902,False
240,OZGEN HOLDINGS AUSTRALIA PTY LTD,Callide C Power Station (facility),QLD,"21,023,694","5,839,915",Black Coal,2017-2018,-24.2927187,150.4933758,False
241,OZGEN HOLDINGS AUSTRALIA PTY LTD,Millmerran Power Station (facility),QLD,"25,420,974","7,061,382",Black Coal,2017-2018,-27.9619619,151.2790597,False
242,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,SA,"1,103,275","306,465",Wind,2017-2018,-34.00106030000001,138.9110041,True
243,PELICAN POINT POWER LIMITED,Pelican Point Power Station,SA,"9,836,716","2,732,421",Gas,2017-2018,-34.7647018,138.5051574,False
244,PERTH ENERGY PTY LTD,Kwinana Swift Power Station,WA,"469,390","130,386",Gas,2017-2018,-32.2320792,115.7787256,False
245,PILBARA IRON PTY LTD,Cape Lambert Power Station,WA,"561,172","155,881",Gas,2017-2018,-20.5833333,117.1666667,False
246,PILBARA IRON PTY LTD,Paraburdoo Power Station,WA,"1,889,622","524,895",Gas,2017-2018,-23.2007259,117.6714611,False
247,PILBARA IRON PTY LTD,West Angelas Power Station,WA,"1,645,593","457,109",Gas,2017-2018,-23.1777653,118.7617779,False
248,PILBARA IRON PTY LTD,Yurralyi Maya Power Station,WA,"2,150,682","597,412",Gas,2017-2018,-20.7637215,116.7427853,False
249,PIONEER SAIL HOLDINGS PTY LIMITED,Bairnsdale Power Station,VIC,"938,097","260,583",Gas,2017-2018,-37.8428384,147.563966,False
250,PIONEER SAIL HOLDINGS PTY LIMITED,Braemar Power Station,QLD,"1,527,900","424,417",Coal Seam Methane,2017-2018,-27.1107842,150.9054673,False
251,PIONEER SAIL HOLDINGS PTY LIMITED,Loy Yang B Power Station,VIC,"31,933,714","8,870,476",Brown Coal,2017-2018,-38.2567843,146.5860271,False
252,PIONEER SAIL HOLDINGS PTY LIMITED,Newman Power Station,WA,"879,617","244,338",Gas,2017-2018,-23.3574915,119.7303373,False
253,PIONEER SAIL HOLDINGS PTY LIMITED,Port Hedland Power Station,WA,"1,868,227","518,952",Gas,2017-2018,-20.4280016,118.5502998,False
254,PIONEER SAIL HOLDINGS PTY LIMITED,Wagerup Power Station,WA,"1,193,965","331,657",Gas,2017-2018,-32.9160782,115.918999,False
255,POWER AND WATER CORPORATION,Alpurrurulam (Lake Nash),NT,"5,764","1,601",Diesel,2017-2018,-20.9841916,137.847666,False
256,POWER AND WATER CORPORATION,Amanbidgi (Kildurk),NT,932,259,Diesel,2017-2018,-16.1847598,129.6406866,False
257,POWER AND WATER CORPORATION,"Ampilatwatja (Alparra, Ammaroo)",NT,"13,015","3,615",Diesel,2017-2018,-21.752029,135.236099,False
258,POWER AND WATER CORPORATION,Amunturangu (Mount Liebig),NT,"2,939",816,Diesel,2017-2018,-23.2659591,131.2722316,False
259,POWER AND WATER CORPORATION,Aputula (Finke),NT,"3,489",969,Diesel,2017-2018,-25.5821522,134.5779806,False
260,POWER AND WATER CORPORATION,Areyonga (Utju),NT,"3,889","1,080",Diesel,2017-2018,-24.0734645,132.2693601,False
261,POWER AND WATER CORPORATION,Atitjere (Harts Range),NT,"3,425",951,Diesel,2017-2018,-22.9856011,134.9351115,False
262,POWER AND WATER CORPORATION,Borroloola Generation,NT,"22,877","6,355",Diesel,2017-2018,-16.070278,136.307222,False
263,POWER AND WATER CORPORATION,Bulla Camp,NT,"1,506",418,Diesel,2017-2018,-15.768853,130.039341,False
264,POWER AND WATER CORPORATION,Bulman,NT,"4,267","1,185",Diesel,2017-2018,-13.663028,134.3317308,False
265,POWER AND WATER CORPORATION,Daly Waters Generation,NT,"4,120","1,144",Diesel,2017-2018,-16.253333,133.369167,False
266,POWER AND WATER CORPORATION,Engawala (Alcoota),NT,"1,949",541,Diesel,2017-2018,-22.8036906,134.4554661,False
267,POWER AND WATER CORPORATION,Epenarra (Wutunugurra),NT,"2,731",759,Diesel,2017-2018,-20.4626041,135.2512773,False
268,POWER AND WATER CORPORATION,Eva Valley,NT,"1,318",366,Diesel,2017-2018,-13.1298444,131.0142497,False
269,POWER AND WATER CORPORATION,Galiwinku (Elcho Island),NT,"25,193","6,998",Diesel,2017-2018,-12.0230106,135.5657089,False
270,POWER AND WATER CORPORATION,Gapuwiyak (Lake Evella),NT,"10,934","3,037",Diesel,2017-2018,-12.4993009,135.8062133,False
271,POWER AND WATER CORPORATION,Gunbalanya (Oenpelli),NT,"18,396","5,110",Diesel,2017-2018,-12.32825,133.056,False
272,POWER AND WATER CORPORATION,Ikuntji (Haasts Bluff),NT,"2,553",709,Diesel,2017-2018,-23.4471526,131.8822091,False
273,POWER AND WATER CORPORATION,Imangara (Murray Downs),NT,"1,071",298,Diesel,2017-2018,-21.0492276,134.6804761,False
274,POWER AND WATER CORPORATION,Imanpa (Mount Ebenezer),NT,"2,234",621,Diesel,2017-2018,-25.1019444,132.5716667,False
275,POWER AND WATER CORPORATION,Kalkaringi (Wave Hill),NT,"9,548","2,652",Diesel,2017-2018,-17.4480442,130.8310031,False
276,POWER AND WATER CORPORATION,Kaltukatjara (Docker River),NT,"5,592","1,553",Diesel,2017-2018,-24.8804857,129.0792084,False
277,POWER AND WATER CORPORATION,Lajamanu (Hooker Creek),NT,"11,771","3,270",Diesel,2017-2018,-18.3365,130.636993,False
278,POWER AND WATER CORPORATION,Laramba (Napperby),NT,"3,462",962,Diesel,2017-2018,-22.5338603,132.754989,False
279,POWER AND WATER CORPORATION,Maningrida,NT,"31,719","8,811",Diesel,2017-2018,-12.0551674,134.2313799,False
280,POWER AND WATER CORPORATION,Milikapiti (Snake Bay),NT,"7,499","2,083",Diesel,2017-2018,-11.4207344,130.6521314,False
281,POWER AND WATER CORPORATION,Milingimbi,NT,"13,378","3,716",Diesel,2017-2018,-12.0939133,134.8973049,False
282,POWER AND WATER CORPORATION,Milyakburra (Bickerton Island),NT,"3,233",898,Diesel,2017-2018,-13.7832463,136.1961739,False
283,POWER AND WATER CORPORATION,Minjilang (Croker Island),NT,"4,974","1,382",Diesel,2017-2018,-11.1475753,132.5767751,False
284,POWER AND WATER CORPORATION,Minyerri (Hodgson Downs),NT,"8,366","2,324",Diesel,2017-2018,-15.2254373,134.0797815,False
285,POWER AND WATER CORPORATION,Nauiyu Nambiyu (Daly River),NT,"11,550","3,208",Diesel,2017-2018,-13.7121487,130.6885652,False
286,POWER AND WATER CORPORATION,Nguiu (Bathurst Island),NT,"24,394","6,776",Diesel,2017-2018,-11.7619227,130.6317972,False
287,POWER AND WATER CORPORATION,Ngukurr (Roper River),NT,"16,495","4,582",Diesel,2017-2018,-14.733834,134.7322863,False
288,POWER AND WATER CORPORATION,Numbulwar (Rose River),NT,"10,635","2,954",Diesel,2017-2018,-14.2770418,135.7210604,False
289,POWER AND WATER CORPORATION,Nyirripi (Waite Creek),NT,"3,660","1,017",Diesel,2017-2018,-22.6499244,130.5524637,False
290,POWER AND WATER CORPORATION,Orwaitilla (Canteen Creek),NT,"3,552",987,Diesel,2017-2018,-20.6440035,135.587927,False
291,POWER AND WATER CORPORATION,Palumpa,NT,"5,382","1,495",Diesel,2017-2018,-14.3523927,129.8822501,False
292,POWER AND WATER CORPORATION,Papunya,NT,"6,812","1,892",Diesel,2017-2018,-23.2053323,131.9112738,False
293,POWER AND WATER CORPORATION,Peppimenarti,NT,"4,284","1,190",Diesel,2017-2018,-14.1501858,130.0762599,False
294,POWER AND WATER CORPORATION,Pidgeon Hole,NT,"1,731",481,Diesel,2017-2018,-16.8148579,131.2196946,False
295,POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),NT,"7,098","1,972",Diesel,2017-2018,-11.405157,130.4173321,False
296,POWER AND WATER CORPORATION,Ramingining,NT,"11,699","3,250",Diesel,2017-2018,-12.3285681,134.9280587,False
297,POWER AND WATER CORPORATION,Robinson River,NT,"4,182","1,162",Diesel,2017-2018,-16.15791413711197,137.1753049032663,False
298,POWER AND WATER CORPORATION,Tara (Neutral Junction),NT,"1,211",336,Diesel,2017-2018,-21.52354,133.989594,False
299,POWER AND WATER CORPORATION,Ti Tree Generation,NT,"8,345","2,318",Diesel,2017-2018,-22.1291783,133.4161598,False
300,POWER AND WATER CORPORATION,Timber Creek,NT,"10,771","2,992",Diesel,2017-2018,-15.6458527,130.4668349,False
301,POWER AND WATER CORPORATION,Titjikala (Maryvale),NT,"3,951","1,098",Diesel,2017-2018,-24.674782,134.0764527,False
302,POWER AND WATER CORPORATION,Umbakumba,NT,"9,152","2,542",Diesel,2017-2018,-13.8616879,136.8117295,False
303,POWER AND WATER CORPORATION,Wadeye (Port Keats),NT,"34,017","9,449",Gas,2017-2018,-14.250637,129.549659,False
304,POWER AND WATER CORPORATION,Walungurru (Kintore),NT,"6,754","1,876",Diesel,2017-2018,-23.2824005,129.3914989,False
305,POWER AND WATER CORPORATION,Warruwi (Goulburn Is),NT,"6,599","1,833",Diesel,2017-2018,-11.6511842,133.3885099,False
306,POWER AND WATER CORPORATION,Wilora (Stirling),NT,"1,242",345,Diesel,2017-2018,-21.7404613,133.7311459,False
307,POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),NT,"3,591",998,Diesel,2017-2018,-21.2471627,132.6105377,False
308,POWER AND WATER CORPORATION,Yarralin,NT,"4,822","1,339",Diesel,2017-2018,-16.4474276,130.8837408,False
309,POWER AND WATER CORPORATION,Yuendumu,NT,"19,228","5,341",Diesel,2017-2018,-22.2539566,131.7953883,False
310,POWER GENERATION CORPORATION,Channel Island Power Station,NT,"3,826,034","1,062,787",Gas,2017-2018,-12.5550166,130.8663184,False
311,POWER GENERATION CORPORATION,Katherine Power Station,NT,"71,615","19,893",Gas,2017-2018,-19.4914108,132.5509603,False
312,POWER GENERATION CORPORATION,Kings Canyon,NT,"4,032","1,120",Solar,2017-2018,-24.2552941,131.5700131,True
313,POWER GENERATION CORPORATION,Owen Springs Power Station,NT,"268,834","74,676",Gas,2017-2018,-23.8632482,133.8253457,False
314,POWER GENERATION CORPORATION,Ron Goodin Power Station,NT,"453,701","126,028",Gas,2017-2018,-19.4914108,132.5509603,False
315,POWER GENERATION CORPORATION,Tennant Creek Power Station,NT,"104,958","29,155",Gas,2017-2018,-19.64591,134.1909565,False
316,POWER GENERATION CORPORATION,Weddell Power Station,NT,"1,310,487","364,024",Gas,2017-2018,-12.5772143,130.9502033,False
317,POWER GENERATION CORPORATION,Yulara Power Station,NT,"70,409","19,558",Gas,2017-2018,-25.237979,130.9856199,False
318,PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,VIC,"66,477","18,466",Biofuel,2017-2018,-37.6612312,144.9370304,True
319,PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Power Generation - Smithfield Energy Facility,NSW,"16,689","4,636",Gas,2017-2018,-33.8499781,150.9486894,False
320,QGC UPSTREAM INVESTMENTS PTY LTD ,Condamine Power Station,QLD,"3,058,063","849,462",Gas,2017-2018,-26.6681504,150.270009,False
321,RATCH - AUSTRALIA CORPORATION LIMITED,Kemerton Power Station,WA,"250,045","69,457",Gas,2017-2018,-33.1633786,115.7807467,False
322,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,VIC,"177,373","49,270",Wind,2017-2018,-38.6534438,146.3402295,True
323,RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,QLD,"877,378","243,716",Coal Seam Methane,2017-2018,-19.20158,146.6183471,False
324,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,QLD,"108,987","30,274",Wind,2017-2018,-17.5945918,145.5313612,True
325,REGIONAL POWER CORPORATION,Carnarvon Power Station & Distribution network,WA,"155,505","43,196",Gas,2017-2018,-24.8838363,113.6570584,False
326,REGIONAL POWER CORPORATION,Denham Power Station & Denham Distribution network,WA,"14,638","4,066",Diesel,2017-2018,51.57877569999999,-0.4973433,False
327,REGIONAL POWER CORPORATION,Kalumburu Power Station & Distribution network,WA,"7,474","2,076",Diesel,2017-2018,-14.2917439,126.646165,False
328,REGIONAL POWER CORPORATION,Kununurra Power Station & Kununurra Distribution network,WA,337,94,Diesel,2017-2018,-15.7783483,128.7439001,False
329,REGIONAL POWER CORPORATION,Marble Bar Power Station & Marble Bar Distribution network,WA,"8,074","2,243",Diesel,2017-2018,-21.1802046,119.936303,False
330,REGIONAL POWER CORPORATION,Murchison Radio Astronomy Power Station and Distribution Network,WA,"14,385","3,996",Diesel,2017-2018,47.7510741,-120.7401386,False
331,REGIONAL POWER CORPORATION,Nullagine Power Station & Nullagine Distribution network,WA,"3,850","1,069",Diesel,2017-2018,-21.8864147,120.1080446,False
332,REGIONAL POWER CORPORATION,Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,WA,"23,968","6,658",Gas,2017-2018,-21.7765045,115.0831642,False
333,REGIONAL POWER CORPORATION,Wyndham Power Station & Distribution network,WA,489,136,Diesel,2017-2018,-27.6728168,121.6283098,False
334,REGIONAL POWER CORPORATION,Yungngora Power Station & Yungngora Distribution Network,WA,"5,871","1,631",Diesel,2017-2018,-18.5015925,124.8277277,False
335,REGIONAL WIND FARMS PTY LTD,Wonthaggi Wind Farm,VIC,"104,304","28,973",Wind,2017-2018,-38.6073719,145.547975,True
336,RENEWABLE POWER AUSTRALIA LIMITED,FPC Green Energy,QLD,"273,499","75,972",Bagasse,2017-2018,-22.575197,144.0847926,True
337,SANTOS LIMITED,Wilga Park Power Station,NSW,"304,096","84,471",Coal Seam Methane,2017-2018,-30.3634841,149.6771233,False
338,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Musselroe Wind Farm Pty Ltd,TAS,"2,164,720","601,311",Wind,2017-2018,-40.7803916,148.0104827,True
339,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,"897,716","249,366",Wind,2017-2018,-40.7396138,144.6893962,True
340,SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED                                                           ,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,"1,038,241","288,400",Wind,2017-2018,-40.7848399,144.7294621,True
341,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,"1,657,221","460,339",Wind,2017-2018,-33.7809175,138.2149099,True
342,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,"1,277,877","354,966",Wind,2017-2018,-33.7140884,138.1408256,True
343,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,"1,684,213","467,837",Wind,2017-2018,-33.7140884,138.1408256,True
344,SNOWY HYDRO LIMITED,Angaston Power Station,SA,"8,000","2,222",Diesel,2017-2018,-30.0002315,136.2091547,False
345,SNOWY HYDRO LIMITED,Colongra Power Station,NSW,"54,436","15,121",Gas,2017-2018,-33.2094116,151.5457458,False
346,SNOWY HYDRO LIMITED,Laverton North Power Station,VIC,"644,421","179,006",Gas,2017-2018,-37.8410186,144.7875213,False
347,SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,SA,"17,488","4,858",Diesel,2017-2018,-35.1102132,138.4909081,False
348,SNOWY HYDRO LIMITED,Snowy Hydro Ltd,NSW,"15,661,978","4,350,549",Hydro,2017-2018,-31.2532183,146.921099,True
349,SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm ,NSW,"557,766","154,935",Solar,2017-2018,-29.56119339999999,149.8624335,True
350,SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm ,VIC,"477,876","132,743",Wind,2017-2018,-37.3887311,143.0775131,True
351,SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm ,VIC,"156,907","43,585",Wind,2017-2018,-38.2727138,141.9730619,True
352,SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,VIC,421,117,Wind,2017-2018,-37.1498396,143.1093525,True
353,SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro ,VIC,"54,693","15,193",Hydro,2017-2018,-37.2429628,145.897452,True
354,SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro ,VIC,"14,580","4,050",Hydro,2017-2018,-37.8758483,146.7174016,True
355,SPIC PACIFIC ENERGY PTY LTD,Ord Hydro ,WA,"794,832","220,787",Hydro,2017-2018,-15.7742092,128.7399545,True
356,SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms ,VIC,"1,655,926","459,979",Wind,2017-2018,-38.3644104,141.6251525,True
357,SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm ,NSW,"1,084,847","301,346",Wind,2017-2018,-34.4237104,149.8258649,True
358,SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro ,NSW,"15,493","4,304",Hydro,2017-2018,-35.7761274,145.7533079,True
359,SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro ,VIC,"14,407","4,002",Hydro,2017-2018,-36.9252158,146.3894175,True
360,SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm ,VIC,"129,067","35,852",Wind,2017-2018,-37.7164742,144.2419466,True
361,SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm ,VIC,"326,561","90,711",Wind,2017-2018,-38.316417,142.0678379,True
362,STANWELL CORPORATION LIMITED,Barron Gorge Power Station,QLD,"554,034","153,898",Hydro,2017-2018,-16.8509999,145.6468624,True
363,STANWELL CORPORATION LIMITED,Kareeya Power Station,QLD,"1,621,510","450,419",Hydro,2017-2018,-17.767023,145.5780181,True
364,STANWELL CORPORATION LIMITED,Mackay Gas Turbine,QLD,683,190,Diesel,2017-2018,-21.1446265,149.1589441,False
365,STANWELL CORPORATION LIMITED,Mica Creek Power Station,QLD,"435,909","121,086",Gas,2017-2018,-20.7784961,139.489875,False
366,STANWELL CORPORATION LIMITED,Stanwell Power Station,QLD,"31,695,761","8,804,378",Black Coal,2017-2018,-23.5091325,150.3208166,False
367,STANWELL CORPORATION LIMITED,Swanbank E Power Station,QLD,"2,416,169","671,158",Gas,2017-2018,-27.6552772,152.8182067,False
368,STANWELL CORPORATION LIMITED,Tarong Power Stations,QLD,"43,557,325","12,099,257",Black Coal,2017-2018,-26.7813053,151.9144592,False
369,SUNSET POWER INTERNATIONAL PTY LTD,Vales Point Power Station,NSW,"29,025,803","8,062,723",Black Coal,2017-2018,-33.1620493,151.5407221,False
370,SWF1 OPERATIONS HOLDINGS PTY LTD,SWF 1 Operations Holdings Pty Ltd,NSW,"266,253","73,959",Wind,2017-2018,-31.2532183,146.921099,True
371,SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,SA,"38,614","10,726",Gas,2017-2018,-34.8474882,138.5818107,False
372,SYNERGEN POWER PTY LIMITED,Mintaro Power Station,SA,"152,219","42,283",Gas,2017-2018,-33.9181674,138.7232044,False
373,SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,SA,"6,022","1,673",Diesel,2017-2018,-34.7226381,135.8597449,False
374,SYNERGEN POWER PTY LIMITED,Snuggery Power Station,SA,"2,678",744,Diesel,2017-2018,-30.0002315,136.2091547,False
375,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,WA,"935,310","259,808",Gas,2017-2018,-30.749,121.466,False
376,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,WA,"966,932","268,592",Gas,2017-2018,-31.201572,121.662514,False
377,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,WA,"900,097","250,027",Gas,2017-2018,-27.9160091,120.6991137,False
378,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,WA,"1,543,160","428,656",Gas,2017-2018,-27.281731,120.501701,False
379,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Solomon Power Station,WA,"334,016","92,782",Gas,2017-2018,-27.6728168,121.6283098,False
