,Reporting_Entity,Facility_Name,State,Electricity_Production_GJ,Electricity_Production_MWh,Primary_Fuel,Year,Lat,Lng,Renewable
71,EDL CSM (NSW) PTY LTD,Appin CSM Power Station,NSW,"358,092","99,470",Waste Coal Mine Gas,2017-2018,-34.200914,150.7874904,False
72,EDL CSM (NSW) PTY LTD,Tower CSM Power Station,NSW,"675,750","187,708",Waste Coal Mine Gas,2017-2018,-31.2532183,146.921099,False
73,EDL CSM (QLD) PTY LTD,German Creek CMM Power Station,QLD,"1,091,491","303,192",Waste Coal Mine Gas,2017-2018,-25.47614107456473,152.8968730508393,False
74,EDL LFG (ACT) PTY LTD,Mugga Lane LFG Power Station,ACT,"114,143","31,706",Landfill Gas,2017-2018,-35.3739879,149.1324352,True
75,EDL LFG (ACT) PTY LTD,West Belconnen LFG Power Station,ACT,"7,519","2,089",Landfill Gas,2017-2018,-35.2376521,149.0673217,True
76,EDL LFG (NSW) PTY LTD,Belrose LFG Power Station,NSW,"8,209","2,280",Landfill Gas,2017-2018,-33.72828990000001,151.2179132,True
77,EDL LFG (NSW) PTY LTD,Eastern Creek LFG Power Station,NSW,"32,006","8,891",Landfill Gas,2017-2018,-33.8102184,150.85064,True
78,EDL LFG (NSW) PTY LTD,Grange Avenue LFG Power Station,NSW,"19,676","5,466",Landfill Gas,2017-2018,-33.701442,150.8513512,True
79,EDL LFG (NSW) PTY LTD,Jack's Gully LFG Power Station,NSW,"46,214","12,837",Landfill Gas,2017-2018,-31.2532183,146.921099,True
80,EDL LFG (NSW) PTY LTD,Lucas Heights 1 LFG Power Station,NSW,"50,303","13,973",Landfill Gas,2017-2018,-34.0506403,150.9872444,True
81,EDL LFG (NSW) PTY LTD,Lucas Heights 2 LFG Power Station,NSW,"363,867","101,074",Landfill Gas,2017-2018,-34.0506403,150.9872444,True
82,EDL LFG (QLD) PTY LTD,Browns Plains LFG Power Station,QLD,"49,434","13,732",Landfill Gas,2017-2018,-27.6624358,153.0527734,True
83,EDL LFG (QLD) PTY LTD,Roghan Road LFG Power Station,QLD,"3,462",962,Landfill Gas,2017-2018,-27.3408691,153.0398998,True
84,EDL LFG (SA) PTY LTD,Wingfield 1 LFG Power Station,SA,"56,828","15,786",Landfill Gas,2017-2018,-34.8413535,138.54613,True
85,EDL LFG (SA) PTY LTD,Wingfield 2 LFG Power Station,SA,"53,366","14,824",Landfill Gas,2017-2018,-34.8413535,138.54613,True
86,EDL LFG (VIC) PTY LTD,Berwick LFG Power Station,VIC,"43,366","12,046",Landfill Gas,2017-2018,-38.0309443,145.3437469,True
87,EDL LFG (VIC) PTY LTD,Broadmeadows LFG Power Station,VIC,"47,876","13,299",Landfill Gas,2017-2018,-37.6858788,144.9246674,True
88,EDL LFG (VIC) PTY LTD,Brooklyn LFG Power Station,VIC,"40,378","11,216",Landfill Gas,2017-2018,-37.8173492,144.8465361,True
89,EDL LFG (VIC) PTY LTD,Clayton LFG Power Station,VIC,"303,134","84,204",Landfill Gas,2017-2018,-36.9847807,143.3906074,True
90,EDL LFG (VIC) PTY LTD,Springvale LFG Power Station,VIC,"43,619","12,116",Landfill Gas,2017-2018,-37.9487211,145.1529433,True
91,EDL NGD (NT) PTY LTD,McArthur River Power Station,NT,"1,007,350","279,819",Gas,2017-2018,-16.11427123151219,136.3288903783971,False
92,EDL NGD (NT) PTY LTD,Pine Creek A Power Station,NT,"594,389","165,108",Gas,2017-2018,-13.8226918,131.8344229,False
93,EDL NGD (WA) PTY LTD ,Broome LNG Power Station,WA,"500,240","138,956",Gas,2017-2018,-17.96182,122.236998,False
94,EDL NGD (WA) PTY LTD ,Derby LNG Power Station,WA,"121,420","33,728",Gas,2017-2018,-17.309288,123.6401839,False
95,EDL NGD (WA) PTY LTD ,Fitzroy Crossing LNG Power Station,WA,"53,373","14,826",Gas,2017-2018,-18.19797,125.5670892,False
96,EDL NGD (WA) PTY LTD ,Halls Creek LNG Power Station,WA,"41,293","11,470",Gas,2017-2018,-18.2229842,127.6701399,False
97,EDL NGD (WA) PTY LTD ,Looma NGD Power Station,WA,"9,142","2,539",Diesel,2017-2018,-18.0398016,124.1493803,False
98,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 1 WCMG Power Station,QLD,"572,111","158,920",Waste Coal Mine Gas,2017-2018,-25.4280672,151.1771816,False
99,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 2 WCMG Power Station,QLD,"316,384","87,884",Waste Coal Mine Gas,2017-2018,-25.4280672,151.1771816,False
100,EDL PROJECTS (AUSTRALIA) PTY LTD,Moranbah North CMM Power Station,QLD,"1,828,241","507,845",Waste Coal Mine Gas,2017-2018,-21.8853292,147.9657585,False
101,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,"333,656","92,682",Wind,2017-2018,-35.0658656,117.7996621,True
102,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,WA,"5,968","1,658",Wind,2017-2018,-34.3979041,119.3763011,True
103,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,WA,"424,926","118,035",Gas,2017-2018,-27.6728168,121.6283098,False
104,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station ,WA,"7,314,999","2,031,944",Black Coal,2017-2018,-33.341644,116.2622398,False
105,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,WA,"12,752","3,542",Wind,2017-2018,-23.1422976,113.7723112,True
106,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,"4,907","1,363",Wind,2017-2018,-25.9299413,113.538149,True
107,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,"56,803","15,779",Wind,2017-2018,-33.8613953,121.8912724,True
108,ELECTRICITY GENERATION AND RETAIL CORPORATION,Greenough River Solar Farm,WA,"78,534","21,815",Solar,2017-2018,-28.9038103,115.1115641,True
109,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,WA,"16,787","4,663",Wind,2017-2018,-33.936999,120.1270136,True
110,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,"11,370","3,158",Wind,2017-2018,-27.7115397,114.1713913,True
111,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,WA,"5,081","1,411",Gas,2017-2018,-30.749,121.466,False
112,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,WA,"2,819,814","783,282",Gas,2017-2018,-32.2004954,115.774588,False
113,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,WA,"15,838,621","4,399,617",Black Coal,2017-2018,-33.446204,116.3065633,False
114,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,WA,"69,421","19,284",Gas,2017-2018,-28.887904,115.118193,False
115,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,WA,"2,052,787","570,219",Gas,2017-2018,-31.62058739999999,115.8208094,False
116,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,WA,772,214,Diesel,2017-2018,-33.578677,120.0456159,False
117,ENERGY GENERATION PTY LTD,Ardyaloon Facility,WA,"7,064","1,962",Diesel,2017-2018,-16.4469782,123.0597129,False
118,ENERGY GENERATION PTY LTD,Beagle Bay Facility,WA,"6,306","1,752",Diesel,2017-2018,-16.9830116,122.6651831,False
119,ENERGY GENERATION PTY LTD,Bidyadanga Facility,WA,"10,355","2,876",Diesel,2017-2018,-18.6844063,121.7777973,False
120,ENERGY GENERATION PTY LTD,Coober Pedy Facility,SA,"63,093","17,526",Wind,2017-2018,-29.013516,134.7544219,True
121,ENERGY GENERATION PTY LTD,Djarindjin Facility,WA,"6,923","1,923",Diesel,2017-2018,-16.514329,122.895699,False
122,ENERGY GENERATION PTY LTD,Gascoyne Facility,WA,"2,648",736,Diesel,2017-2018,-24.5453479,115.2837585,False
123,ENERGY GENERATION PTY LTD,Laverton Facility,WA,"14,868","4,130",Diesel,2017-2018,-28.6259124,122.4014814,False
124,ENERGY GENERATION PTY LTD,Leonora Facility,WA,"29,622","8,228",Gas,2017-2018,-28.821584,121.2809556,False
125,ENERGY GENERATION PTY LTD,Menzies Facility,WA,"2,392",664,Diesel,2017-2018,-29.6935575,121.0288851,False
126,ENERGY GENERATION PTY LTD,Warmun Facility,WA,"9,546","2,652",Diesel,2017-2018,-17.029704,128.2108177,False
127,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,QLD,"3,041",845,Gas,2017-2018,-23.5523795,145.3140957,False
128,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,QLD,"3,134",871,Diesel,2017-2018,-27.981644,152.9673844,False
129,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,QLD,"1,964",546,Diesel,2017-2018,-22.575197,144.0847926,False
130,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,SA,"71,364","19,823",Gas,2017-2018,-33.3522796,138.7536186,False
131,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,VIC,"440,834","122,454",Gas,2017-2018,-38.2750317,146.4254869,False
132,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,NSW,"28,311,455","7,864,293",Black Coal,2017-2018,-33.358008,150.0320006,False
133,ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,VIC,"3,666,804","1,018,557",Gas,2017-2018,-37.8411815,144.8944409,False
134,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,NSW,"5,286,970","1,468,603",Gas,2017-2018,-34.5224899,150.8082317,False
135,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,SA,"329,504","91,529",Wind,2017-2018,-34.00106030000001,138.9110041,True
136,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,VIC,"36,860,112","10,238,920",Brown Coal,2017-2018,-38.1814386,146.3479385,False
137,ERM POWER LIMITED,Newgen Neerabup Power Station,WA,"916,383","254,551",Gas,2017-2018,-31.6711775,115.801039,False
138,ERM POWER LIMITED,Oakey Power Station,QLD,"268,495","74,582",Gas,2017-2018,-27.4182658,151.6810198,False
139,ESPERANCE POWER STATION PTY LTD,Esperance Power Station,WA,"249,660","69,350",Gas,2017-2018,-33.8613953,121.8912724,False
140,ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,NSW,378,105,Diesel,2017-2018,-31.9595859,141.4608138,False
141,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,WA,"90,569","25,158",Gas,2017-2018,-21.9323088,114.1278654,False
142,FORTESCUE METALS GROUP LTD,Solomon Power Station,WA,"666,413","185,115",Gas,2017-2018,-27.6728168,121.6283098,False
143,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,WA,"595,231","165,342",Gas,2017-2018,-30.7269451,121.4974951,False
144,HYDRO POWER PTY LIMITED,Wyangala A,NSW,"217,905","60,529",Hydro,2017-2018,-33.9626487,148.9542551,True
145,HYDRO POWER PTY LIMITED,Wyangala B,NSW,"10,894","3,026",Hydro,2017-2018,-33.9626487,148.9542551,True
146,HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,TAS,"1,293,382","359,273",Hydro,2017-2018,-41.7360047,145.5318835,True
147,HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,TAS,"289,013","80,281",Hydro,2017-2018,-42.28059469999999,146.3151456,True
148,HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,TAS,"834,113","231,698",Hydro,2017-2018,-42.4376122,146.5621389,True
149,HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,TAS,"1,535,178","426,438",Hydro,2017-2018,-41.4767384,146.1328194,True
150,HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,TAS,"1,069,871","297,186",Hydro,2017-2018,-41.3500366,146.2647857,True
151,HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,TAS,"17,127","4,758",Wind,2017-2018,-40.1163649,148.0288719,True
152,HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,TAS,"2,057,927","571,646",Hydro,2017-2018,-42.1548711,145.5345778,True
153,HYDRO-ELECTRIC CORPORATION,King Island Power Station,TAS,"47,627","13,230",Wind,2017-2018,-39.87534770000001,143.9370758,True
154,HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,TAS,"213,343","59,262",Hydro,2017-2018,-42.1581419,146.6456158,True
155,HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,TAS,"55,960","15,544",Hydro,2017-2018,-42.0039252,145.5442864,True
156,HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,TAS,"163,390","45,386",Hydro,2017-2018,-42.0039252,145.5442864,True
157,HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,TAS,"1,078,743","299,651",Hydro,2017-2018,-41.5746481,146.1643107,True
158,HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,TAS,"1,497,527","415,980",Hydro,2017-2018,-42.3182578,146.4726908,True
159,HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,TAS,"652,866","181,352",Hydro,2017-2018,-42.6362629,146.8488872,True
160,HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,TAS,"489,220","135,894",Hydro,2017-2018,-41.2581401,146.2699943,True
161,HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,TAS,"11,006","3,057",Hydro,2017-2018,-42.0409059,146.8087322,True
162,HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,TAS,"4,371,071","1,214,186",Hydro,2017-2018,-41.7958243,146.9610493,True
163,HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,TAS,"141,533","39,315",Hydro,2017-2018,-41.7294863,146.2175479,True
164,HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,TAS,"2,084,470","579,019",Hydro,2017-2018,-42.301225,146.4503471,True
165,HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,TAS,"6,348","1,763",Hydro,2017-2018,-41.9695227,146.796318,True
166,HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,TAS,"1,272,208","353,391",Hydro,2017-2018,-41.43540950000001,147.1197143,True
167,HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,TAS,"1,954,117","542,810",Hydro,2017-2018,-42.2967833,146.4566074,True
168,HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,TAS,"1,211,194","336,443",Hydro,2017-2018,-42.3886455,146.4997426,True
169,INFIGEN ENERGY LIMITED,Alinta Wind Farm,WA,"1,164,238","323,399",Wind,2017-2018,-28.9024923,114.8927165,True
170,INFIGEN ENERGY LIMITED,Capital East Solar Farm,NSW,618,172,Solar,2017-2018,-31.2532183,146.921099,True
171,INFIGEN ENERGY LIMITED,Capital Wind Farm,NSW,"1,382,798","384,111",Wind,2017-2018,-35.1661165,149.518277,True
172,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,NSW,"566,343","157,318",Wind,2017-2018,-35.0954285,149.5789486,True
173,IPM (KWINANA) PTY LTD,Kwinana Cogeneration Plant,WA,"3,093,310","859,253",Gas,2017-2018,-31.9505048,115.8604867,False
174,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,QLD,"200,513","55,698",Solar,2017-2018,-23.5559218,145.2882741,True
175,LANDFILL GAS & POWER PTY LTD,Kalamunda Power Station,WA,18,5,Diesel,2017-2018,-31.9733275,116.0604722,False
176,LANDFILL GAS & POWER PTY LTD,Red Hill LFG Power Station,WA,"103,309","28,697",Landfill Gas,2017-2018,-31.8548072,116.0538776,True
177,LANDFILL GAS & POWER PTY LTD,Tamala Park LFG Power Station,WA,"152,401","42,334",Landfill Gas,2017-2018,-31.704321,115.7349162,True
178,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,NSW,"26,980","7,494",Landfill Gas,2017-2018,-36.0751193,146.9094852,True
179,LMS ENERGY PTY LTD,Atlas Renewable Energy Facility,WA,"7,681","2,134",Landfill Gas,2017-2018,-27.6728168,121.6283098,True
180,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,NSW,"29,701","8,250",Landfill Gas,2017-2018,-33.0086146,151.5475816,True
181,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,VIC,"24,853","6,904",Landfill Gas,2017-2018,-37.5621587,143.8502556,True
182,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,VIC,"15,077","4,188",Landfill Gas,2017-2018,-36.75961960000001,144.2785764,True
183,LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,QLD,"21,309","5,919",Landfill Gas,2017-2018,-27.4935931,153.2137869,True
184,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,NT,"30,987","8,608",Landfill Gas,2017-2018,-12.4637333,130.8444446,True
185,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,NSW,"205,511","57,086",Landfill Gas,2017-2018,-33.8102184,150.85064,True
